Year,Pk,Tm,Player,College,Yrs,G,MP...7,PTS...8,TRB...9,AST...10,FG%,3P%,FT%,MP...14,PTS...15,TRB...16,AST...17,WS,WS/48,BPM,VORP
2024,1,ATL,Zaccharie Risacher,NA,1,75,1843,942,268,92,0.458,0.355,0.711,24.6,12.6,3.6,1.2,1.8,0.046,-3.5,-0.7
2024,2,WAS,Alex Sarr,NA,1,67,1814,869,435,161,0.394,0.308,0.679,27.1,13,6.5,2.4,-0.3,-0.007,-3.3,-0.6
2024,3,HOU,Reed Sheppard,Kentucky,1,52,654,229,78,75,0.351,0.338,0.813,12.6,4.4,1.5,1.4,0.8,0.055,-1.7,0.1
2024,4,SAS,Stephon Castle,UConn,1,81,2162,1190,297,332,0.428,0.285,0.724,26.7,14.7,3.7,4.1,1.1,0.025,-3.2,-0.6
2024,5,DET,Ron Holland,NA,1,81,1266,522,218,82,0.474,0.238,0.754,15.6,6.4,2.7,1,1.8,0.067,-3,-0.3
2024,6,CHO,Tidjane Salaün,NA,1,60,1244,353,280,74,0.33,0.283,0.713,20.7,5.9,4.7,1.2,0,0.002,-5.2,-1
2024,7,POR,Donovan Clingan,UConn,1,67,1324,436,527,77,0.539,0.286,0.596,19.8,6.5,7.9,1.1,4,0.144,-0.3,0.6
2024,8,MIN,Rob Dillingham,Kentucky,1,49,516,219,50,98,0.441,0.338,0.533,10.5,4.5,1,2,0.1,0.012,-4.2,-0.3
2024,9,MEM,Zach Edey,Purdue,1,66,1416,610,548,65,0.58,0.346,0.709,21.5,9.2,8.3,1,4.9,0.165,-0.1,0.7
2024,10,UTA,Cody Williams,Colorado,1,50,1060,230,113,59,0.323,0.259,0.725,21.2,4.6,2.3,1.2,-1.2,-0.053,-7.3,-1.4
2024,11,CHI,Matas Buzelis,NA,1,80,1511,688,278,79,0.454,0.361,0.815,18.9,8.6,3.5,1,1.9,0.06,-2.5,-0.2
2024,12,OKC,Nikola Topić,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,13,SAC,Devin Carter,Providence,1,36,396,138,76,41,0.37,0.295,0.591,11,3.8,2.1,1.1,0.4,0.043,-3.2,-0.1
2024,14,WAS,Bub Carrington,Pitt,1,82,2458,807,341,364,0.401,0.339,0.812,30,9.8,4.2,4.4,0.2,0.005,-4.6,-1.6
2024,15,MIA,Kelel Ware,Indiana,1,64,1422,595,473,60,0.554,0.315,0.687,22.2,9.3,7.4,0.9,4.1,0.14,-0.1,0.7
2024,16,PHI,Jared McCain,Duke,1,23,592,352,56,60,0.46,0.383,0.875,25.7,15.3,2.4,2.6,0.7,0.057,0.2,0.3
2024,17,LAL,Dalton Knecht,Tennessee,1,78,1494,706,216,66,0.461,0.376,0.762,19.2,9.1,2.8,0.8,2.7,0.086,-1.8,0.1
2024,18,ORL,Tristan Da Silva,Colorado,1,74,1629,533,245,113,0.412,0.335,0.873,22,7.2,3.3,1.5,2.5,0.073,-2.6,-0.3
2024,19,TOR,JaKobe Walter,Baylor,1,52,1103,449,160,81,0.405,0.349,0.795,21.2,8.6,3.1,1.6,1.2,0.052,-3,-0.3
2024,20,CLE,Jaylon Tyson,California,1,47,453,167,96,44,0.43,0.345,0.792,9.6,3.6,2,0.9,0.8,0.083,-2.7,-0.1
2024,21,NOP,Yves Missi,Baylor,1,73,1956,665,601,99,0.547,0,0.623,26.8,9.1,8.2,1.4,3.6,0.089,-3,-0.5
2024,22,DEN,DaRon Holmes,Dayton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,23,MIL,AJ Johnson,NA,1,29,639,220,59,76,0.385,0.267,0.865,22,7.6,2,2.6,-0.4,-0.032,-8.1,-1
2024,24,WAS,Kyshawn George,Miami (FL),1,68,1802,590,285,169,0.372,0.322,0.753,26.5,8.7,4.2,2.5,0.1,0.003,-4.1,-0.9
2024,25,NYK,Pacome Dadiet,NA,1,18,111,30,18,5,0.323,0.316,0.667,6.2,1.7,1,0.3,0,0.002,-6.5,-0.1
2024,26,OKC,Dillon Jones,Weber State,1,54,551,135,121,58,0.383,0.254,0.607,10.2,2.5,2.2,1.1,0.8,0.067,-4,-0.3
2024,27,MIN,Terrence Shannon Jr.,Illinois,1,32,339,138,47,32,0.482,0.355,0.81,10.6,4.3,1.5,1,0.6,0.091,-2.1,0
2024,28,PHO,Ryan Dunn,Virginia,1,74,1410,511,267,57,0.43,0.311,0.487,19.1,6.9,3.6,0.8,1,0.034,-4.1,-0.7
2024,29,UTA,Isaiah Collier,USC,1,71,1839,615,235,446,0.422,0.249,0.682,25.9,8.7,3.3,6.3,-0.8,-0.021,-5.3,-1.6
2024,30,BOS,Baylor Scheierman,Creighton,1,31,384,113,65,33,0.355,0.317,0.75,12.4,3.6,2.1,1.1,0.7,0.089,-1.7,0
2024,31,TOR,Jonathan Mogbo,San Francisco,1,63,1286,389,311,146,0.438,0.243,0.732,20.4,6.2,4.9,2.3,1.9,0.071,-1.9,0
2024,32,UTA,Kyle Filipowski,Duke,1,72,1522,690,440,140,0.502,0.35,0.65,21.1,9.6,6.1,1.9,2.5,0.078,-1,0.4
2024,33,MIL,Tyler Smith,NA,1,23,122,67,25,4,0.48,0.433,0.75,5.3,2.9,1.1,0.2,0.2,0.083,-0.9,0
2024,34,NYK,Tyler Kolek,Marquette,1,41,296,81,27,70,0.329,0.298,0.765,7.2,2,0.7,1.7,0.4,0.058,-2.8,-0.1
2024,35,IND,Johnny Furphy,Kansas,1,50,379,103,71,19,0.38,0.3,0.818,7.6,2.1,1.4,0.4,0.5,0.07,-2.5,0
2024,36,IND,Juan Nunez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,37,DET,Bobi Klintman,NA,1,8,42,15,7,7,0.6,0.4,0.5,5.3,1.9,0.9,0.9,0.2,0.208,1,0
2024,38,OKC,Ajay Mitchell,UC Santa Barbara,1,36,597,234,68,64,0.495,0.383,0.829,16.6,6.5,1.9,1.8,1.5,0.122,-1.6,0.1
2024,39,MEM,Jaylen Wells,Washington State,1,79,2043,823,268,135,0.425,0.352,0.822,25.9,10.4,3.4,1.7,3.5,0.083,-2.2,-0.1
2024,40,PHO,Oso Ighodaro,Marquette,1,61,1045,255,222,71,0.604,0,0.58,17.1,4.2,3.6,1.2,1.6,0.075,-2.6,-0.2
2024,41,PHI,Adem Bona,UCLA,1,58,905,337,245,27,0.703,0,0.67,15.6,5.8,4.2,0.5,2.3,0.121,-2.7,-0.2
2024,42,CHO,KJ Simpson,Colorado,1,36,842,282,109,112,0.346,0.254,0.82,23.4,7.8,3,3.1,-0.4,-0.025,-5.4,-0.7
2024,43,MIA,Nikola Djurisic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,44,HOU,Pelle Larsson,Arizona,1,55,782,251,92,65,0.438,0.337,0.672,14.2,4.6,1.7,1.2,1.4,0.086,-3.1,-0.2
2024,45,SAC,Jamal Shead,Houston,1,75,1467,533,115,316,0.405,0.323,0.768,19.6,7.1,1.5,4.2,0.8,0.027,-4.1,-0.8
2024,46,LAC,Cam Christie,Minnesota,1,13,59,18,12,6,0.292,0.154,0.5,4.5,1.4,0.9,0.5,0,-0.005,-2.5,0
2024,47,ORL,Antonio Reeves,Kentucky,1,44,660,305,63,39,0.456,0.395,0.8,15,6.9,1.4,0.9,0.4,0.029,-3.2,-0.2
2024,48,SAS,Harrison Ingram,UNC,1,5,35,4,9,3,0.5,0,NA,7,0.8,1.8,0.6,0.1,0.093,-1.2,0
2024,49,IND,Tristen Newton,UConn,1,8,16,3,4,2,0.125,0,1,2,0.4,0.5,0.3,-0.1,-0.33,-20.7,-0.1
2024,50,IND,Enrique Freeman,University of Akron,1,22,181,46,30,9,0.432,0.1,0.684,8.2,2.1,1.4,0.4,0.2,0.046,-6.3,-0.2
2024,51,NYK,Melvin Ajinça,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,52,GSW,Quinten Post,Boston College,1,42,686,340,148,56,0.449,0.408,0.778,16.3,8.1,3.5,1.3,1.7,0.116,0.1,0.4
2024,53,MEM,Cam Spencer,UConn,1,25,252,106,30,34,0.415,0.358,1,10.1,4.2,1.2,1.4,0.8,0.16,0.5,0.2
2024,54,BOS,Anton Watson,Gonzaga,1,9,22,8,3,2,0.444,0,NA,2.4,0.9,0.3,0.2,0,-0.07,-10.1,0
2024,55,LAL,Bronny James,USC,1,27,181,62,18,22,0.313,0.281,0.786,6.7,2.3,0.7,0.8,-0.2,-0.043,-7.2,-0.2
2024,56,PHO,Kevin McCullar Jr.,Kansas,1,4,29,6,8,2,0.286,0,1,7.3,1.5,2,0.5,0,0.06,-7.2,0
2024,57,MEM,Ulrich Chomche,NA,1,7,32,5,8,2,0.4,NA,0.5,4.6,0.7,1.1,0.3,0,0.001,-7.4,0
2024,58,DAL,Ariel Hukporti,NA,1,25,217,48,51,11,0.677,NA,0.462,8.7,1.9,2,0.4,0.1,0.02,-5.6,-0.2
2024,59,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,60,PHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,1,SAS,Victor Wembanyama,NA,2,117,3633,2638,1261,442,0.469,0.339,0.809,31.1,22.5,10.8,3.8,7.5,0.099,5.7,7.1
2023,2,CHO,Brandon Miller,Alabama,2,101,3307,1847,446,273,0.428,0.366,0.837,32.7,18.3,4.4,2.7,1.2,0.017,-1.9,0.1
2023,3,POR,Scoot Henderson,NA,2,128,3524,1705,392,671,0.401,0.34,0.793,27.5,13.3,3.1,5.2,0.1,0.002,-4,-1.8
2023,4,HOU,Amen Thompson,NA,2,131,3613,1562,973,428,0.549,0.221,0.684,27.6,11.9,7.4,3.3,12.3,0.163,3.2,4.7
2023,5,DET,Ausar Thompson,NA,2,122,2911,1150,705,254,0.509,0.198,0.621,23.9,9.4,5.8,2.1,5.6,0.092,-0.4,1.2
2023,6,ORL,Anthony Black,Arkansas,2,147,3051,1052,369,331,0.435,0.343,0.718,20.8,7.2,2.5,2.3,4,0.064,-2.3,-0.2
2023,7,WAS,Bilal Coulibaly,NA,2,122,3663,1259,550,309,0.427,0.311,0.728,30,10.3,4.5,2.5,0.8,0.01,-3.9,-1.8
2023,8,IND,Jarace Walker,Houston,2,108,1527,581,292,150,0.457,0.404,0.692,14.1,5.4,2.7,1.4,2,0.063,-0.7,0.5
2023,9,UTA,Taylor Hendricks,Central Florida,2,43,931,306,200,34,0.434,0.368,0.788,21.7,7.1,4.7,0.8,1.2,0.064,-1.8,0.1
2023,10,OKC,Cason Wallace,Kentucky,2,150,3568,1129,416,293,0.482,0.389,0.797,23.8,7.5,2.8,2,9.2,0.124,0.6,2.3
2023,11,ORL,Jett Howard,Michigan,2,78,768,296,77,50,0.37,0.294,0.667,9.8,3.8,1,0.6,0.2,0.01,-5,-0.6
2023,12,DAL,Dereck Lively II,Duke,2,91,2127,797,648,145,0.729,0,0.565,23.4,8.8,7.1,1.6,8.4,0.189,1.6,1.9
2023,13,TOR,Gradey Dick,Kansas,2,114,2855,1287,325,166,0.416,0.356,0.859,25,11.3,2.9,1.5,1.6,0.028,-4.2,-1.6
2023,14,NOP,Jordan Hawkins,UConn,2,123,2481,1128,306,136,0.376,0.348,0.826,20.2,9.2,2.5,1.1,0.7,0.014,-4.3,-1.5
2023,15,ATL,Kobe Bufkin,Michigan,2,27,320,134,54,44,0.374,0.22,0.654,11.9,5,2,1.6,-0.1,-0.012,-4.3,-0.2
2023,16,UTA,Keyonte George,Baylor,2,142,4132,2099,464,709,0.391,0.339,0.831,29.1,14.8,3.3,5,0.7,0.009,-3.5,-1.6
2023,17,LAL,Jalen Hood-Schifino,Indiana,2,36,424,140,40,45,0.329,0.262,0.732,11.8,3.9,1.1,1.3,-0.6,-0.068,-9.3,-0.8
2023,18,MIA,Jaime Jaquez Jr.,UCLA,2,141,3481,1459,575,361,0.478,0.318,0.785,24.7,10.3,4.1,2.6,6.3,0.087,-1.5,0.4
2023,19,GSW,Brandin Podziemski,Santa Clara,2,138,3684,1429,752,493,0.449,0.378,0.701,26.7,10.4,5.4,3.6,8.3,0.108,0.3,2.1
2023,20,HOU,Cam Whitmore,Villanova,2,98,1707,1056,331,82,0.449,0.357,0.707,17.4,10.8,3.4,0.8,3.3,0.093,0.2,0.9
2023,21,BRK,Noah Clowney,Alabama,2,69,1412,553,262,58,0.394,0.337,0.8,20.5,8,3.8,0.8,1.3,0.046,-3.2,-0.4
2023,22,BRK,Dariq Whitehead,Duke,2,22,270,117,33,15,0.396,0.429,0.571,12.3,5.3,1.5,0.7,0,0.007,-4.1,-0.1
2023,23,POR,Kris Murray,Iowa,2,131,2388,663,406,148,0.406,0.251,0.558,18.2,5.1,3.1,1.1,1.4,0.027,-3.4,-0.8
2023,24,DAL,Olivier-Maxence Prosper,Marquette,2,92,920,322,205,62,0.396,0.26,0.658,10,3.5,2.2,0.7,1.4,0.074,-2.4,-0.1
2023,25,DET,Marcus Sasser,Houston,2,128,2162,961,194,369,0.441,0.378,0.863,16.9,7.5,1.5,2.9,2.8,0.062,-1.9,0.1
2023,26,IND,Ben Sheppard,Belmont,2,120,2042,584,266,138,0.407,0.33,0.887,17,4.9,2.2,1.2,2.9,0.067,-2.6,-0.3
2023,27,CHO,Nick Smith Jr.,Arkansas,2,111,2098,893,200,204,0.391,0.369,0.918,18.9,8,1.8,1.8,-1.1,-0.025,-5.8,-2
2023,28,UTA,Brice Sensabaugh,Ohio State,2,103,2016,1013,312,165,0.441,0.392,0.895,19.6,9.8,3,1.6,0.9,0.023,-2.4,-0.2
2023,29,DEN,Julian Strawther,Gonzaga,2,115,1929,815,203,130,0.412,0.332,0.793,16.8,7.1,1.8,1.1,1.4,0.035,-5,-1.4
2023,30,LAC,Kobe Brown,Missouri,2,84,666,166,127,49,0.432,0.27,0.667,7.9,2,1.5,0.6,0.9,0.067,-3.1,-0.2
2023,31,DET,James Nnaji,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,32,DEN,Jalen Pickett,Penn State,2,76,788,242,85,128,0.428,0.389,0.75,10.4,3.2,1.1,1.7,1.2,0.076,-1.8,0
2023,33,MIN,Leonard Miller,NA,2,30,84,49,31,8,0.543,0.2,0.9,2.8,1.6,1,0.3,0.4,0.255,4.5,0.1
2023,34,SAC,Colby Jones,Xavier,2,69,707,221,127,64,0.435,0.254,0.63,10.2,3.2,1.8,0.9,0.6,0.041,-3.4,-0.3
2023,35,CHI,Julian Phillips,Tennessee,2,119,1446,455,205,52,0.44,0.325,0.768,12.2,3.8,1.7,0.4,2.1,0.069,-3.5,-0.6
2023,36,MIL,Andre Jackson Jr.,UConn,2,124,1552,355,295,133,0.485,0.385,0.571,12.5,2.9,2.4,1.1,2.2,0.067,-3.5,-0.6
2023,37,DEN,Hunter Tyson,Clemson,2,69,448,154,87,22,0.379,0.307,0.75,6.5,2.2,1.3,0.3,0.4,0.043,-5.2,-0.4
2023,38,BOS,Jordan Walsh,Arkansas,2,61,486,97,89,24,0.367,0.266,0.571,8,1.6,1.5,0.4,0.5,0.052,-3.9,-0.2
2023,39,ATL,Mouhamed Gueye,Washington State,2,39,606,221,161,31,0.412,0.267,0.771,15.5,5.7,4.1,0.8,1.4,0.109,-0.7,0.2
2023,40,LAL,Maxwell Lewis,Pepperdine,2,62,430,127,59,25,0.38,0.339,0.692,6.9,2,1,0.4,-0.2,-0.024,-6.6,-0.5
2023,41,CHO,Amari Bailey,UCLA,1,10,65,23,9,7,0.333,0.125,0.857,6.5,2.3,0.9,0.7,-0.1,-0.044,-8.3,-0.1
2023,42,WAS,Tristan Vukcevic,NA,2,45,666,415,166,52,0.482,0.348,0.775,14.8,9.2,3.7,1.2,0.9,0.063,-1.2,0.1
2023,43,POR,Rayan Rupert,NA,2,91,1093,310,162,87,0.37,0.321,0.764,12,3.4,1.8,1,-0.1,-0.002,-5.9,-1.1
2023,44,SAS,Sidy Cissoko,NA,2,34,255,77,43,25,0.46,0.16,0.625,7.5,2.3,1.3,0.7,0.2,0.04,-3.8,-0.1
2023,45,MEM,GG Jackson II,South Carolina,2,77,1692,908,288,88,0.413,0.352,0.746,22,11.8,3.7,1.1,1.3,0.037,-2.9,-0.4
2023,46,ATL,Seth Lundy,Penn State,1,9,52,14,7,0,0.235,0.231,0.75,5.8,1.6,0.8,0,-0.1,-0.092,-12.7,-0.1
2023,47,LAL,Mojave King,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,48,LAC,Jordan Miller,Miami (FL),2,45,448,165,63,34,0.441,0.225,0.811,10,3.7,1.4,0.8,0.5,0.053,-2.8,-0.1
2023,49,CLE,Emoni Bates,Eastern Michigan,2,25,208,78,21,18,0.322,0.333,0.25,8.3,3.1,0.8,0.7,-0.2,-0.045,-6.4,-0.2
2023,50,OKC,Keyontae Johnson,Kansas State,1,9,66,11,10,4,0.313,0.333,NA,7.3,1.2,1.1,0.4,-0.1,-0.068,-9.8,-0.1
2023,51,BRK,Jalen Wilson,Kansas,2,122,2695,963,401,190,0.403,0.335,0.82,22.1,7.9,3.3,1.6,3,0.053,-3.7,-1.1
2023,52,PHO,Toumani Camara,Dayton,2,148,4287,1409,793,262,0.455,0.363,0.738,29,9.5,5.4,1.8,7.2,0.08,-1.3,0.7
2023,53,MIN,Jaylen Clark,UCLA,1,40,522,163,53,26,0.467,0.431,0.784,13.1,4.1,1.3,0.7,1.6,0.147,-0.2,0.2
2023,54,SAC,Jalen Slawson,Furman University,1,12,37,8,7,2,0.667,0,NA,3.1,0.7,0.6,0.2,0,0.058,-6.4,0
2023,55,IND,Isaiah Wong,Miami (FL),2,21,269,122,32,28,0.389,0.382,0.735,12.8,5.8,1.5,1.3,0,0.006,-4.2,-0.1
2023,56,MEM,Tarik Biberovic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,57,GSW,Trayce Jackson-Davis,Indiana,2,130,2097,947,652,186,0.642,0,0.568,16.1,7.3,5,1.4,8.2,0.187,2,2.1
2023,58,MIL,Chris Livingston,Kentucky,2,42,196,56,56,10,0.408,0.077,0.75,4.7,1.3,1.3,0.2,0.1,0.031,-7,-0.2
2023,59,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,60,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,1,ORL,Paolo Banchero,Duke,3,198,6811,4432,1396,919,0.445,0.32,0.73,34.4,22.4,7.1,4.6,11.1,0.079,0.8,4.9
2022,2,OKC,Chet Holmgren,Gonzaga,2,114,3290,1836,905,263,0.519,0.372,0.78,28.9,16.1,7.9,2.3,12.1,0.176,3.1,4.3
2022,3,HOU,Jabari Smith Jr.,Auburn,3,212,6591,2752,1584,282,0.432,0.34,0.805,31.1,13,7.5,1.3,11.7,0.085,-1.7,0.5
2022,4,SAC,Keegan Murray,Iowa,3,233,7580,3090,1298,336,0.451,0.372,0.812,32.5,13.3,5.6,1.4,13.9,0.088,-1.1,1.8
2022,5,DET,Jaden Ivey,Purdue,3,181,5419,2917,676,802,0.429,0.352,0.746,29.9,16.1,3.7,4.4,1.6,0.014,-2.7,-0.9
2022,6,IND,Bennedict Mathurin,Arizona,3,209,5909,3314,935,371,0.446,0.342,0.828,28.3,15.9,4.5,1.8,6.2,0.051,-3.3,-2
2022,7,POR,Shaedon Sharpe,Kentucky,3,184,5090,2634,720,386,0.449,0.33,0.779,27.7,14.3,3.9,2.1,4.7,0.044,-2.3,-0.4
2022,8,NOP,Dyson Daniels,NA,3,196,4971,1654,873,631,0.472,0.327,0.614,25.4,8.4,4.5,3.2,9.2,0.089,0.5,3.2
2022,9,SAS,Jeremy Sochan,Baylor,3,184,5015,2092,1123,519,0.468,0.29,0.725,27.3,11.4,6.1,2.8,4.2,0.041,-3,-1.2
2022,10,WAS,Johnny Davis,Wisconsin,3,112,1278,395,175,71,0.397,0.273,0.561,11.4,3.5,1.6,0.6,-0.4,-0.013,-6.2,-1.3
2022,11,OKC,Ousmane Dieng,NA,3,109,1339,468,237,114,0.424,0.293,0.727,12.3,4.3,2.2,1,1.7,0.062,-2.6,-0.2
2022,12,OKC,Jalen Williams,Santa Clara,3,215,6736,3901,988,924,0.513,0.382,0.803,31.3,18.1,4.6,4.3,20.7,0.148,2.2,7.2
2022,13,DET,Jalen Duren,Memphis,3,206,5481,2371,2111,431,0.653,0,0.691,26.6,11.5,10.2,2.1,18.6,0.162,0.9,4
2022,14,UTA,Ochai Agbaji,Kansas,3,201,4589,1589,579,248,0.45,0.353,0.734,22.8,7.9,2.9,1.2,4.5,0.048,-2.7,-0.8
2022,15,CHO,Mark Williams,Duke,3,106,2507,1300,935,149,0.622,0,0.753,23.7,12.3,8.8,1.4,9.7,0.185,1.8,2.4
2022,16,ATL,AJ Griffin,Duke,2,92,1572,687,171,78,0.447,0.372,0.898,17.1,7.5,1.9,0.8,1.8,0.053,-1.7,0.1
2022,17,HOU,Tari Eason,LSU,3,161,3667,1661,1011,198,0.466,0.345,0.741,22.8,10.3,6.3,1.2,8.8,0.116,0.8,2.6
2022,18,CHI,Dalen Terry,Arizona,3,170,1882,591,274,200,0.445,0.298,0.662,11.1,3.5,1.6,1.2,2.4,0.061,-2.8,-0.4
2022,19,MEM,Jake LaRavia,Wake Forest,3,136,2569,942,450,237,0.429,0.371,0.751,18.9,6.9,3.3,1.7,4.4,0.083,-1.2,0.5
2022,20,SAS,Malaki Branham,Ohio State,3,188,3571,1598,380,321,0.439,0.336,0.843,19,8.5,2,1.7,-0.3,-0.004,-5.1,-2.9
2022,21,DEN,Christian Braun,Kansas,3,237,5511,2178,897,396,0.528,0.384,0.752,23.3,9.2,3.8,1.7,13.4,0.117,-0.9,1.5
2022,22,UTA,Walker Kessler,Auburn,3,196,4936,1838,1808,226,0.68,0.196,0.537,25.2,9.4,9.2,1.2,16.6,0.161,1.9,4.9
2022,23,MEM,David Roddy,Colorado State,3,168,2845,1044,488,174,0.421,0.302,0.679,16.9,6.2,2.9,1,1.7,0.029,-4,-1.4
2022,24,MIL,MarJon Beauchamp,NA,3,135,1465,556,258,77,0.43,0.354,0.718,10.9,4.1,1.9,0.6,1.2,0.038,-4,-0.8
2022,25,SAS,Blake Wesley,Notre Dame,3,156,2228,669,236,378,0.409,0.297,0.634,14.3,4.3,1.5,2.4,-0.5,-0.011,-5.7,-2.1
2022,26,MIN,Wendell Moore Jr.,Duke,3,90,727,210,125,66,0.46,0.25,0.815,8.1,2.3,1.4,0.7,0.8,0.055,-2.6,-0.1
2022,27,MIA,Nikola Jović,NA,3,107,2256,928,403,231,0.45,0.37,0.804,21.1,8.7,3.8,2.2,4.7,0.099,0,1.1
2022,28,GSW,Patrick Baldwin Jr.,UW-Milwaukee,3,93,826,343,188,43,0.405,0.373,0.658,8.9,3.7,2,0.5,0.6,0.032,-3.1,-0.2
2022,29,HOU,TyTy Washington Jr.,Kentucky,3,58,607,194,63,68,0.347,0.234,0.542,10.5,3.3,1.1,1.2,-0.4,-0.031,-6.8,-0.7
2022,30,DEN,Peyton Watson,UCLA,3,171,3330,1158,528,191,0.472,0.328,0.673,19.5,6.8,3.1,1.1,5.3,0.076,-2,0
2022,31,IND,Andrew Nembhard,Gonzaga,3,208,5651,1988,556,947,0.464,0.335,0.795,27.2,9.6,2.7,4.6,6.1,0.051,-2.6,-0.8
2022,32,ORL,Caleb Houstan,Michigan,3,168,2415,685,258,94,0.391,0.372,0.836,14.4,4.1,1.5,0.6,4,0.079,-2.7,-0.5
2022,33,TOR,Christian Koloko,Arizona,2,95,1144,272,263,47,0.519,0.063,0.644,12,2.9,2.8,0.5,2.7,0.111,-3.3,-0.4
2022,34,OKC,Jaylin Williams,Arkansas,3,165,2595,842,737,306,0.43,0.39,0.752,15.7,5.1,4.5,1.9,7.6,0.14,1.1,2
2022,35,LAL,Max Christie,Michigan State,3,186,3583,1161,475,227,0.426,0.37,0.841,19.3,6.2,2.6,1.2,4,0.053,-2.9,-0.8
2022,36,POR,Gabriele Procida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,DAL,Jaden Hardy,NA,3,178,2604,1446,309,255,0.425,0.381,0.763,14.6,8.1,1.7,1.4,0.7,0.013,-3.8,-1.2
2022,38,MEM,Kennedy Chandler,Tennessee,1,36,281,78,38,58,0.422,0.133,0.462,7.8,2.2,1.1,1.6,0.3,0.044,-2.7,0
2022,39,CLE,Khalifa Diop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,40,CHO,Bryce McGowens,Nebraska,3,118,1701,561,198,107,0.415,0.323,0.766,14.4,4.8,1.7,0.9,0.6,0.017,-5.6,-1.5
2022,41,NOP,E.J. Liddell,Ohio State,2,20,76,25,14,4,0.429,0.2,1,3.8,1.3,0.7,0.2,0.1,0.048,-4.3,0
2022,42,NYK,Trevor Keels,Duke,1,3,8,3,2,0,0.25,0.25,NA,2.7,1,0.7,0,0,-0.062,-13,0
2022,43,LAC,Moussa Diabaté,Michigan,3,104,1500,491,512,64,0.581,0.125,0.603,14.4,4.7,4.9,0.6,4,0.128,-1.8,0.1
2022,44,GSW,Ryan Rollins,Toledo,3,81,960,416,133,124,0.481,0.414,0.809,11.9,5.1,1.6,1.5,1.7,0.085,-0.9,0.3
2022,45,MIN,Josh Minott,Memphis,3,93,463,215,89,31,0.488,0.339,0.902,5,2.3,1,0.3,1.6,0.165,2,0.5
2022,46,DET,Ismael Kamagate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,47,MEM,Vince Williams Jr.,VCU,3,94,2040,730,403,234,0.423,0.328,0.801,21.7,7.8,4.3,2.5,3.1,0.073,-1.6,0.2
2022,48,IND,Kendall Brown,Baylor,2,21,103,30,11,8,0.545,0,0.6,4.9,1.4,0.5,0.4,0.1,0.055,-5.3,-0.1
2022,49,CLE,Isaiah Mobley,USC,3,23,173,60,34,14,0.407,0.333,0.714,7.5,2.6,1.5,0.6,0.3,0.09,-3,0
2022,50,MIN,Matteo Spagnolo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,51,ATL,Tyrese Martin,UConn,2,76,1381,544,231,124,0.406,0.346,0.8,18.2,7.2,3,1.6,0.9,0.031,-2.8,-0.3
2022,52,NOP,Karlo Matković,NA,1,42,791,325,209,46,0.574,0.318,0.773,18.8,7.7,5,1.1,1.6,0.096,-2,0
2022,53,BOS,JD Davison,Alabama,3,36,198,68,32,34,0.385,0.281,0.692,5.5,1.9,0.9,0.9,0.1,0.027,-3.7,-0.1
2022,54,WAS,Yannick Nzosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,55,GSW,Gui Santos,NA,2,79,954,309,221,94,0.47,0.338,0.763,12.1,3.9,2.8,1.2,2.4,0.122,-1.5,0.1
2022,56,CLE,Luke Travers,NA,1,12,88,12,20,8,0.25,0,1,7.3,1,1.7,0.7,-0.1,-0.082,-9.7,-0.2
